Date,Open,High,Low,Close,Volume,Adj Close
2006-03-16,3832.91,3867.96,3809.62,3833.84,2292180000,3833.84
2006-03-15,3792.55,3849.91,3782.84,3832.73,2293000000,3832.73
2006-03-14,3760.44,3807.67,3740.75,3792.80,2165270000,3792.80
2006-03-13,3758.07,3792.51,3739.76,3760.44,2070330000,3760.44
2006-03-10,3727.41,3779.36,3712.00,3759.44,2123450000,3759.44
2006-03-09,3738.31,3769.94,3707.91,3727.31,2140110000,3727.31
2006-03-08,3736.25,3761.74,3681.85,3738.68,2442870000,3738.68
2006-03-07,3746.55,3764.04,3702.74,3737.08,2268050000,3737.08
2006-03-06,3787.18,3799.34,3722.48,3746.75,2280190000,3746.75
2006-03-03,3780.34,3822.39,3751.56,3788.14,2152950000,3788.14
2006-03-02,3794.28,3806.80,3749.73,3780.54,2494590000,3780.54
2006-03-01,3763.79,3813.38,3753.99,3794.43,2308320000,3794.43
2006-02-28,3801.68,3804.62,3738.72,3764.60,2370860000,3764.60
2006-02-27,3773.72,3826.65,3766.52,3801.81,1975320000,3801.81
2006-02-24,3769.87,3795.78,3740.43,3773.57,1933010000,3773.57
2006-02-23,3789.65,3806.68,3749.64,3770.41,2144210000,3770.41
2006-02-22,3759.75,3811.38,3748.08,3790.23,2222380000,3790.23
2006-02-21,3768.79,3797.92,3736.24,3761.60,2104320000,3761.60
2006-02-17,3766.28,3790.07,3733.74,3768.76,2128260000,3768.76
2006-02-16,3758.75,3787.72,3725.65,3766.45,2251490000,3766.45
2006-02-15,3742.76,3779.81,3707.51,3759.21,2317590000,3759.21
2006-02-14,3692.34,3761.60,3670.08,3744.09,2437940000,3744.09
2006-02-13,3703.99,3726.54,3669.99,3692.78,1850080000,3692.78
2006-02-10,3694.37,3730.68,3654.41,3705.82,2290050000,3705.82
2006-02-09,3680.71,3731.95,3662.32,3694.51,2441920000,3694.51
2006-02-08,3649.97,3697.55,3629.71,3680.58,2456860000,3680.58
2006-02-07,3682.08,3701.65,3633.75,3651.63,2366370000,3651.63
2006-02-06,3669.81,3704.03,3647.31,3682.37,2132360000,3682.37
2006-02-03,3688.51,3704.34,3637.72,3669.86,2282210000,3669.86
2006-02-02,3727.49,3743.51,3664.85,3689.46,2565300000,3689.46
2006-02-01,3725.85,3757.06,3689.36,3728.56,2589410000,3728.56
2006-01-31,3728.11,3756.39,3691.87,3726.48,2708310000,3726.48
2006-01-30,3720.83,3762.00,3695.60,3728.03,2282730000,3728.03
2006-01-27,3702.64,3753.83,3676.29,3720.73,2623620000,3720.73
2006-01-26,3674.80,3735.49,3654.08,3702.01,2856780000,3702.01
2006-01-25,3696.78,3732.43,3642.11,3674.60,2617060000,3674.60
2006-01-24,3658.67,3726.48,3644.96,3696.61,2608720000,3696.61
2006-01-23,3649.56,3689.51,3619.28,3658.44,2256070000,3658.44
2006-01-20,3710.37,3729.27,3636.08,3649.35,2845810000,3649.35
2006-01-19,3669.81,3732.80,3657.60,3710.37,2444020000,3710.37
2006-01-18,3665.08,3700.67,3626.51,3669.76,2233200000,3669.76
2006-01-17,3681.73,3696.88,3633.89,3666.06,2179970000,3666.06
2006-01-13,3677.21,3708.61,3656.12,3682.09,2206510000,3682.09
2006-01-12,3703.97,3713.88,3657.85,3677.23,2318350000,3677.23
2006-01-11,3706.96,3728.68,3674.00,3704.02,2406130000,3704.02
2006-01-10,3711.29,3724.53,3669.85,3706.94,2373080000,3706.94
2006-01-09,3699.95,3729.77,3674.99,3711.52,2301490000,3711.52
2006-01-06,3684.52,3723.38,3657.69,3699.93,2446560000,3699.93
2006-01-05,3695.49,3716.28,3656.72,3685.58,2433340000,3685.58
2006-01-04,3674.48,3720.04,3651.64,3695.49,2515330000,3695.49
2006-01-03,3638.19,3692.78,3593.98,3675.02,2554570000,3675.02
2005-12-30,3664.30,3666.78,3620.93,3638.06,1443500000,3638.06
2005-12-29,3661.95,3700.99,3646.31,3664.45,1382540000,3664.45
2005-12-28,3659.89,3686.25,3637.69,3662.04,1422360000,3662.04
2005-12-27,3696.58,3726.30,3647.61,3660.58,1540470000,3660.58
2005-12-23,3690.44,3717.46,3676.19,3696.50,1285810000,3696.50
2005-12-22,3662.52,3705.70,3648.28,3691.41,1888500000,3691.41
2005-12-21,3640.11,3704.91,3629.81,3662.86,2065170000,3662.86
2005-12-20,3644.62,3670.64,3614.06,3640.10,1996690000,3640.10
2005-12-19,3670.90,3695.47,3628.00,3644.43,2208810000,3644.43
2005-12-16,3672.94,3710.37,3655.10,3670.91,2584190000,3670.91
2005-12-15,3662.15,3702.61,3635.31,3672.94,2180590000,3672.94
2005-12-14,3637.55,3684.59,3626.12,3662.63,2145520000,3662.63
2005-12-13,3620.00,3657.46,3591.58,3637.92,2390020000,3637.92
2005-12-12,3629.00,3658.76,3596.26,3620.58,1876550000,3620.58
2005-12-09,3613.37,3650.85,3595.69,3629.37,1896290000,3629.37
2005-12-08,3619.02,3656.82,3585.19,3613.89,2178300000,3613.89
2005-12-07,3637.50,3664.50,3595.24,3619.65,2093830000,3619.65
2005-12-06,3622.32,3675.58,3615.14,3637.75,2110740000,3637.75
2005-12-05,3641.85,3659.78,3592.13,3622.95,2325840000,3622.95
2005-12-02,3653.01,3665.81,3617.13,3641.74,2125580000,3641.74
2005-12-01,3618.05,3673.83,3618.05,3653.10,2614830000,3653.10
2005-11-30,3641.36,3667.07,3606.77,3618.02,2374690000,3618.02
2005-11-29,3636.43,3681.15,3628.21,3642.01,2268340000,3642.01
2005-11-28,3663.67,3682.13,3618.72,3636.96,2016900000,3636.96
2005-11-25,3655.83,3681.14,3644.48,3663.50,724940000,3663.50
2005-11-23,3642.43,3676.92,3622.78,3655.98,1985400000,3655.98
2005-11-22,3626.63,3658.29,3594.52,3643.67,2291420000,3643.67
2005-11-21,3612.23,3645.44,3592.03,3627.46,2117350000,3627.46
2005-11-18,3590.45,3645.51,3569.33,3612.25,2453290000,3612.25
2005-11-17,3549.33,3607.58,3543.55,3590.78,2298040000,3590.78
2005-11-16,3552.63,3560.44,3539.57,3548.98,2121580000,3548.98
2005-11-15,3558.88,3584.33,3520.17,3545.61,2359370000,3545.61
2005-11-14,3563.51,3586.22,3534.32,3558.90,1899780000,3558.90
2005-11-11,3555.17,3586.60,3527.17,3564.20,1773140000,3564.20
2005-11-10,3536.76,3579.94,3499.66,3554.99,2378460000,3554.99
2005-11-09,3520.83,3564.46,3500.92,3538.59,2214460000,3538.59
2005-11-08,3532.61,3545.94,3493.76,3521.28,1965050000,3521.28
2005-11-07,3510.47,3558.83,3496.61,3535.23,1987580000,3535.23
2005-11-04,3523.17,3545.91,3477.09,3510.83,2050510000,3510.83
2005-11-03,3498.68,3560.97,3485.26,3522.98,2716630000,3522.98
2005-11-02,3459.93,3516.11,3437.23,3500.09,2648090000,3500.09
2005-11-01,3479.05,3505.38,3431.63,3460.16,2457850000,3460.16
2005-10-31,3442.63,3507.12,3438.93,3479.18,2567470000,3479.18
2005-10-28,3379.34,3457.24,3374.68,3442.57,2379400000,3442.57
2005-10-27,3424.09,3437.65,3365.87,3379.15,2395370000,3379.15
2005-10-26,3439.98,3474.36,3400.91,3424.12,2467750000,3424.12
2005-10-25,3437.42,3479.39,3402.02,3440.05,2312470000,3440.05
2005-10-24,3364.40,3448.27,3364.40,3437.59,2197790000,3437.59
2005-10-21,3361.10,3406.39,3329.93,3361.84,2470920000,3361.84
2005-10-20,3407.20,3438.79,3335.92,3360.93,2617250000,3360.93
2005-10-19,3372.41,3423.00,3324.08,3407.57,2703590000,3407.57
2005-10-18,3415.54,3430.64,3355.47,3373.66,2197010000,3373.66
2005-10-17,3391.79,3439.59,3369.63,3415.38,2054570000,3415.38
2005-10-14,3357.09,3406.71,3340.44,3391.77,2188940000,3391.77
2005-10-13,3389.64,3405.41,3315.07,3357.09,2351150000,3357.09
2005-10-12,3428.58,3454.78,3363.20,3389.64,2491280000,3389.64
2005-10-11,3415.62,3465.49,3401.49,3428.48,2299040000,3428.48
2005-10-10,3442.74,3467.70,3395.35,3415.56,2195990000,3415.56
2005-10-07,3423.61,3470.07,3407.09,3442.64,2126080000,3442.64
2005-10-06,3433.08,3480.77,3380.86,3423.56,2792030000,3423.56
2005-10-05,3499.56,3513.75,3426.09,3433.08,2546780000,3433.08
2005-10-04,3542.70,3572.71,3490.81,3500.52,2341420000,3500.52
2005-10-03,3538.99,3572.48,3512.35,3542.87,2097490000,3542.87
2005-09-30,3531.18,3562.23,3503.78,3538.87,2097520000,3538.87
2005-09-29,3492.94,3545.92,3463.34,3531.19,2176120000,3531.19
2005-09-28,3470.81,3520.16,3458.05,3493.38,2106980000,3493.38
2005-09-27,3465.43,3495.50,3439.17,3471.05,1976270000,3471.05
2005-09-26,3456.47,3503.72,3440.72,3465.29,2022220000,3465.29
2005-09-23,3451.63,3479.86,3417.28,3456.37,1973020000,3456.37
2005-09-22,3447.34,3476.94,3408.75,3451.66,2424720000,3451.66
2005-09-21,3470.02,3502.08,3420.58,3447.62,2548150000,3447.62
2005-09-20,3488.98,3525.88,3456.94,3469.60,2319250000,3469.60
2005-09-19,3512.33,3525.23,3467.58,3488.89,2076540000,3488.89
2005-09-16,3479.94,3527.25,3467.93,3512.34,3152470000,3512.34
2005-09-15,3465.70,3501.07,3449.68,3479.67,2079340000,3479.67
2005-09-14,3465.70,3501.07,3449.68,3479.67,1986750000,3479.67
2005-09-13,3504.39,3512.38,3457.77,3470.43,2082360000,3470.43
2005-09-12,3499.07,3529.84,3477.69,3506.09,1938050000,3506.09
2005-09-09,3483.80,3518.52,3460.17,3483.80,1992560000,3483.80
2005-09-08,3507.31,3519.27,3464.82,3484.08,1955380000,3484.08
2005-09-07,3500.57,3524.53,3473.81,3507.81,2067700000,3507.81
2005-09-06,3457.02,3518.95,3457.02,3500.85,1932090000,3500.85
2005-09-02,3468.70,3496.65,3443.16,3457.67,1640160000,3457.67
2005-09-01,3457.18,3500.02,3426.89,3468.54,2229860000,3468.54
2005-08-31,3430.21,3457.27,3412.03,3457.21,2365510000,3457.21
2005-08-30,3446.14,3456.62,3397.13,3429.04,1916470000,3429.04
2005-08-29,3425.14,3461.18,3394.66,3446.38,1599450000,3446.38
2005-08-26,3445.79,3457.13,3408.83,3425.20,1541090000,3425.20
2005-08-25,3425.81,3461.26,3414.58,3445.74,1571110000,3445.74
2005-08-24,3439.93,3478.93,3410.20,3425.84,1930800000,3425.84
2005-08-23,3461.64,3477.68,3425.11,3440.90,1678620000,3440.90
2005-08-22,3453.87,3490.83,3438.92,3461.59,1621330000,3461.59
2005-08-19,3444.40,3478.50,3431.63,3453.78,1558790000,3453.78
2005-08-18,3437.78,3456.81,3428.49,3444.95,1808170000,3444.95
2005-08-17,3435.48,3468.57,3410.57,3446.40,1859150000,3446.40
2005-08-16,3482.03,3491.27,3429.27,3436.72,1820410000,3436.72
2005-08-15,3470.31,3499.75,3444.39,3482.47,1562880000,3482.47
2005-08-12,3490.57,3498.22,3447.59,3471.23,1709300000,3471.23
2005-08-11,3463.04,3507.49,3448.16,3491.07,1941560000,3491.07
2005-08-10,3462.65,3516.93,3446.33,3464.07,2172320000,3464.07
2005-08-09,3440.43,3485.10,3436.64,3464.48,1897520000,3464.48
2005-08-08,3459.35,3489.28,3427.13,3440.32,1804140000,3440.32
2005-08-05,3491.11,3497.67,3443.43,3459.91,1930280000,3459.91
2005-08-04,3519.71,3524.94,3474.67,3491.07,1981220000,3491.07
2005-08-03,3514.76,3544.46,3484.26,3519.84,1999980000,3519.84
2005-08-02,3483.99,3532.84,3475.55,3515.79,2043120000,3515.79
2005-08-01,3494.32,3517.03,3466.16,3484.17,1716870000,3484.17
2005-07-29,3508.77,3530.90,3479.28,3494.19,1789600000,3494.19
2005-07-28,3475.52,3522.32,3466.06,3508.91,2001680000,3508.91
2005-07-27,3458.50,3500.71,3444.15,3476.55,1945800000,3476.55
2005-07-26,3458.42,3488.45,3438.67,3458.62,1934180000,3458.62
2005-07-25,3481.43,3503.93,3447.11,3458.25,1717580000,3458.25
2005-07-22,3468.75,3501.77,3446.61,3481.68,1766990000,3481.68
2005-07-21,3491.03,3517.01,3441.52,3469.31,2129840000,3469.31
2005-07-20,3441.27,3503.87,3416.79,3490.89,2063340000,3490.89
2005-07-19,3428.42,3466.68,3418.08,3443.95,2041280000,3443.95
2005-07-18,3443.33,3458.95,3413.87,3428.12,1582100000,3428.12
2005-07-15,3445.83,3463.82,3416.20,3443.43,1716400000,3443.43
2005-07-14,3429.09,3478.38,3413.09,3445.74,2048710000,3445.74
2005-07-13,3417.30,3444.99,3402.79,3428.70,1812500000,3428.70
2005-07-12,3421.38,3442.87,3392.68,3417.38,1932010000,3417.38
2005-07-11,3393.54,3439.51,3386.03,3421.41,1846300000,3421.41
2005-07-08,3343.76,3405.70,3330.78,3393.47,1900810000,3393.47
2005-07-07,3332.28,3354.39,3285.96,3343.67,1952440000,3343.67
2005-07-06,3365.43,3383.33,3322.16,3332.43,1883470000,3332.43
2005-07-05,3342.66,3370.26,3332.45,3366.27,1805820000,3366.27
2005-07-01,3330.77,3368.40,3319.41,3348.42,1593820000,3348.42
2005-06-30,3351.33,3384.93,3320.26,3330.93,2109490000,3330.93
2005-06-29,3348.83,3381.74,3328.47,3351.38,1769280000,3351.38
2005-06-28,3299.78,3357.87,3299.78,3348.78,1772410000,3348.78
2005-06-27,3302.70,3327.41,3276.11,3300.41,1738620000,3300.41
2005-06-24,3340.26,3354.01,3290.43,3302.66,2418800000,3302.66
2005-06-23,3393.21,3401.50,3327.19,3340.12,2029920000,3340.12
2005-06-22,3389.19,3420.54,3371.93,3393.35,1823250000,3393.35
2005-06-21,3391.49,3413.21,3370.29,3389.24,1720700000,3389.24
2005-06-20,3396.70,3407.91,3364.53,3391.53,1714530000,3391.53
2005-06-17,3374.43,3423.60,3367.61,3396.95,2407370000,3396.95
2005-06-16,3363.37,3388.88,3343.71,3374.14,1776040000,3374.14
2005-06-15,3359.34,3385.07,3330.49,3363.31,1840440000,3363.31
2005-06-14,3356.14,3383.66,3337.72,3359.17,1698150000,3359.17
2005-06-13,3349.86,3382.37,3324.87,3356.24,1661350000,3356.24
2005-06-10,3347.92,3374.63,3322.47,3351.64,1664180000,3351.64
2005-06-09,3344.63,3364.69,3312.37,3347.92,1824120000,3347.92
2005-06-08,3364.51,3387.31,3331.09,3344.49,1715490000,3344.49
2005-06-07,3365.46,3412.60,3354.51,3364.76,1851370000,3364.76
2005-06-06,3362.61,3383.13,3343.79,3365.63,1547120000,3365.63
2005-06-03,3382.55,3395.82,3347.20,3363.54,1627520000,3363.54
2005-06-02,3377.97,3398.46,3356.73,3382.66,1813790000,3382.66
2005-06-01,3348.05,3400.78,3335.55,3378.14,1810100000,3378.14
2005-05-31,3367.29,3383.08,3333.05,3349.20,1840680000,3349.20
2005-05-27,3366.56,3381.38,3346.89,3367.40,1381430000,3367.40
2005-05-26,3342.65,3384.43,3338.97,3366.74,1654110000,3366.74
2005-05-25,3359.66,3365.14,3321.40,3342.51,1742180000,3342.51
2005-05-24,3361.58,3375.73,3329.05,3360.55,1681000000,3360.55
2005-05-23,3355.09,3385.61,3337.07,3361.72,1681170000,3361.72
2005-05-20,3357.80,3376.63,3331.38,3355.07,1631750000,3355.07
2005-05-19,3346.96,3373.27,3323.62,3357.87,1775860000,3357.87
2005-05-18,3295.33,3363.42,3295.33,3344.95,2266320000,3344.95
2005-05-17,3263.49,3305.22,3238.30,3296.93,1887260000,3296.93
2005-05-16,3224.07,3274.92,3216.16,3264.27,1856860000,3264.27
2005-05-13,3257.00,3282.91,3190.29,3224.83,2188590000,3224.83
2005-05-12,3306.85,3321.45,3242.73,3257.21,1995290000,3257.21
2005-05-11,3289.99,3327.82,3265.20,3307.44,1834970000,3307.44
2005-05-10,3329.40,3330.95,3275.17,3292.12,1889660000,3292.12
2005-05-09,3311.21,3340.14,3289.47,3329.90,1857020000,3329.90
2005-05-06,3311.54,3343.81,3293.19,3311.21,1707200000,3311.21
2005-05-05,3322.51,3346.69,3282.08,3312.07,1997100000,3312.07
2005-05-04,3284.99,3335.30,3269.41,3322.54,2306480000,3322.54
2005-05-03,3298.42,3315.60,3259.13,3285.84,2167020000,3285.84
2005-05-02,3270.22,3317.42,3262.09,3298.53,1980040000,3298.53
2005-04-29,3231.97,3283.38,3212.72,3270.30,2362360000,3270.30
2005-04-28,3261.52,3283.82,3217.73,3231.47,2182270000,3231.47
2005-04-27,3246.22,3282.75,3204.16,3262.79,2151520000,3262.79
2005-04-26,3286.37,3300.09,3235.36,3246.63,1959740000,3246.63
2005-04-25,3258.75,3307.98,3254.05,3286.61,1795030000,3286.61
2005-04-22,3285.01,3303.97,3226.53,3258.62,2045880000,3258.62
2005-04-21,3211.44,3298.56,3211.44,3285.32,2308560000,3285.32
2005-04-20,3251.60,3275.73,3200.55,3211.74,2217050000,3211.74
2005-04-19,3221.05,3274.41,3208.78,3250.99,2142700000,3250.99
2005-04-18,3213.65,3252.22,3178.53,3221.01,2180670000,3221.01
2005-04-15,3272.52,3292.94,3203.42,3213.48,2689960000,3213.48
2005-04-14,3329.15,3340.20,3257.95,3272.87,2355040000,3272.87
2005-04-13,3376.91,3390.70,3313.31,3329.11,2049740000,3329.11
2005-04-12,3351.07,3391.51,3308.83,3376.99,1979830000,3376.99
2005-04-11,3341.48,3378.36,3319.53,3351.06,1525310000,3351.06
2005-04-08,3394.31,3396.70,3332.04,3341.36,1661330000,3341.36
2005-04-07,3377.32,3409.57,3355.36,3394.31,1900620000,3394.31
2005-04-06,3376.50,3406.70,3362.85,3377.35,1797400000,3377.35
2005-04-05,3363.08,3398.15,3349.28,3377.31,1870800000,3377.31
2005-04-04,3352.59,3383.94,3321.95,3363.08,2079770000,3363.08
2005-04-01,3373.32,3412.58,3331.31,3353.00,2168690000,3353.00
2005-03-31,3377.43,3399.36,3350.74,3373.19,2214230000,3373.19
2005-03-30,3329.50,3387.80,3327.60,3377.32,2097110000,3377.32
2005-03-29,3368.93,3391.20,3312.89,3329.49,2223250000,3329.49
2005-03-28,3362.97,3404.05,3349.63,3369.51,1746220000,3369.51
2005-03-24,3351.71,3393.96,3342.34,3362.77,1721720000,3362.77
2005-03-23,3365.85,3386.43,3321.27,3351.54,2246870000,3351.54
2005-03-22,3393.11,3431.36,3354.78,3365.84,2114470000,3365.84
2005-03-21,3404.48,3423.16,3370.24,3393.22,1819440000,3393.22
2005-03-18,3412.02,3434.82,3372.38,3404.45,2344370000,3404.45
2005-03-17,3401.90,3440.36,3384.98,3412.40,1581930000,3412.40
2005-03-16,3439.88,3450.38,3381.02,3401.86,1653190000,3401.86
2005-03-15,3463.61,3490.23,3432.27,3440.44,1513530000,3440.44
2005-03-14,3439.88,3478.06,3425.80,3463.65,1437430000,3463.65
2005-03-11,3452.69,3479.04,3422.56,3440.07,1449820000,3440.07
2005-03-10,3447.02,3476.66,3416.63,3453.69,1604020000,3453.69
2005-03-09,3485.20,3485.20,3446.67,3446.91,1704970000,3446.91
2005-03-08,3495.23,3513.87,3468.20,3485.77,1523090000,3485.77
2005-03-07,3480.01,3519.72,3466.58,3495.44,1488830000,3495.44
2005-03-04,3432.03,3500.11,3432.03,3481.04,1636820000,3481.04
2005-03-03,3423.49,3457.08,3401.41,3431.79,1616240000,3431.79
2005-03-02,3426.13,3453.09,3394.20,3423.44,1568540000,3423.44
2005-03-01,3408.53,3453.16,3398.02,3427.49,1708060000,3427.49
2005-02-28,3423.27,3452.91,3388.14,3408.09,1795480000,3408.09
2005-02-25,3385.48,3436.87,3370.62,3423.20,1523680000,3423.20
2005-02-24,3347.81,3396.12,3332.30,3385.54,1518750000,3385.54
2005-02-23,3312.61,3374.84,3312.61,3348.06,1501090000,3348.06
2005-02-22,3381.25,3386.31,3308.36,3314.08,1744940000,3314.08
2005-02-18,3379.76,3411.59,3354.10,3381.55,1551200000,3381.55
2005-02-17,3398.15,3419.99,3363.99,3379.62,1580120000,3379.62
2005-02-16,3390.24,3414.44,3361.88,3398.52,1490100000,3398.52
2005-02-15,3380.78,3410.15,3359.41,3391.55,1527080000,3391.55
2005-02-14,3381.56,3403.44,3357.89,3380.80,1290180000,3380.80
2005-02-11,3361.52,3404.13,3342.65,3382.41,1562300000,3382.41
2005-02-10,3348.10,3384.54,3332.67,3363.20,1491670000,3363.20
2005-02-09,3369.18,3387.93,3333.70,3347.96,1511040000,3347.96
2005-02-08,3363.55,3390.24,3341.34,3370.62,1416170000,3370.62
2005-02-07,3365.19,3386.95,3344.12,3364.49,1347270000,3364.49
2005-02-04,3332.61,3378.40,3319.99,3365.25,1648160000,3365.25
2005-02-03,3336.61,3351.91,3305.09,3332.59,1554460000,3332.59
2005-02-02,3326.56,3357.99,3310.80,3338.35,1561740000,3338.35
2005-02-01,3311.15,3346.71,3299.53,3326.83,1681980000,3326.83
2005-01-31,3279.67,3330.06,3278.56,3311.18,1679800000,3311.18
2005-01-28,3290.89,3306.38,3243.90,3279.56,1641800000,3279.56
2005-01-27,3284.18,3311.21,3249.30,3288.02,1600600000,3288.02
2005-01-26,3265.81,3305.90,3250.67,3284.67,1635900000,3284.67
2005-01-25,3235.93,3298.37,3235.93,3266.12,1610400000,3266.12
2005-01-24,3239.14,3277.67,3215.26,3235.80,1494600000,3235.80
2005-01-21,3265.15,3289.82,3229.15,3239.05,1643500000,3239.05
2005-01-20,3289.87,3304.50,3248.71,3265.14,1692000000,3265.14
2005-01-19,3315.09,3331.17,3281.35,3290.05,1498700000,3290.05
2005-01-18,3292.46,3329.24,3265.89,3315.54,1596800000,3315.54
2005-01-14,3270.33,3309.46,3262.31,3293.06,1335400000,3293.06
2005-01-13,3297.68,3318.45,3254.63,3270.19,1510300000,3270.19
2005-01-12,3301.22,3315.46,3253.96,3297.74,1562100000,3297.74
2005-01-11,3318.77,3326.12,3282.21,3300.40,1488800000,3300.40
2005-01-10,3304.06,3342.94,3286.41,3318.98,1490400000,3318.98
2005-01-07,3318.05,3345.00,3287.66,3304.14,1477900000,3304.14
2005-01-06,3308.29,3344.35,3292.53,3317.74,1569100000,3317.74
2005-01-05,3326.62,3354.61,3294.02,3309.04,1738900000,3309.04
2005-01-04,3368.70,3389.40,3314.51,3326.82,1720200000,3326.82
2005-01-03,3395.94,3425.56,3357.07,3368.96,1505900000,3368.96
2004-12-31,3405.08,3419.63,3387.31,3395.82,786900000,3395.82
2004-12-30,3408.84,3428.63,3393.18,3405.08,829800000,3405.08
2004-12-29,3412.31,3424.43,3389.15,3408.85,924900000,3408.85
2004-12-28,3380.20,3422.23,3379.30,3412.44,984200000,3412.44
2004-12-27,3402.11,3422.81,3372.17,3380.51,922000000,3380.51
2004-12-23,3401.84,3424.39,3384.08,3401.97,956100000,3401.97
2004-12-22,3390.46,3420.61,3374.23,3401.66,1390800000,3401.66
2004-12-21,3354.96,3407.07,3351.07,3391.60,1483700000,3391.60
2004-12-20,3350.96,3390.82,3336.64,3354.91,1422800000,3354.91
2004-12-17,3353.11,3381.81,3317.09,3350.61,2335000000,3350.61
2004-12-16,3357.51,3377.99,3321.93,3353.24,1793900000,3353.24
2004-12-15,3349.91,3376.74,3327.11,3357.46,1695800000,3357.46
2004-12-14,3334.37,3363.19,3314.42,3350.03,1544400000,3350.03
2004-12-13,3298.26,3344.63,3291.14,3334.01,1436100000,3334.01
2004-12-10,3303.98,3324.26,3273.11,3298.07,1443700000,3298.07
2004-12-09,3297.21,3316.55,3261.61,3304.09,1624700000,3304.09
2004-12-08,3275.58,3316.88,3263.15,3297.79,1525200000,3297.79
2004-12-07,3308.46,3330.41,3268.62,3275.93,1533900000,3275.93
2004-12-06,3316.37,3331.20,3288.09,3309.17,1354400000,3309.17
2004-12-03,3314.65,3342.37,3289.16,3316.87,1566700000,3316.87
2004-12-02,3322.97,3345.01,3281.77,3312.59,1774900000,3312.59
2004-12-01,3282.53,3337.62,3268.19,3322.93,1772800000,3322.93
2004-11-30,3298.07,3314.27,3266.23,3283.74,1553500000,3283.74
2004-11-29,3310.51,3334.00,3270.58,3298.17,1378500000,3298.17
2004-11-26,3308.62,3329.42,3297.92,3310.90,504580000,3310.90
2004-11-24,3294.81,3326.92,3286.05,3308.88,1149600000,3308.88
2004-11-23,3288.94,3312.91,3262.62,3295.74,1428300000,3295.74
2004-11-22,3261.78,3301.51,3244.91,3289.50,1392700000,3289.50
2004-11-19,3293.71,3303.96,3244.28,3262.09,1526600000,3262.09
2004-11-18,3288.45,3316.38,3272.39,3293.86,1456700000,3293.86
2004-11-17,3275.77,3328.43,3263.65,3288.51,1684200000,3288.51
2004-11-16,3297.07,3307.15,3262.37,3276.56,1364400000,3276.56
2004-11-15,3303.17,3322.05,3268.18,3297.08,1453300000,3297.08
2004-11-12,3281.44,3311.65,3255.20,3302.70,1531600000,3302.70
2004-11-11,3248.13,3292.84,3242.22,3281.54,1393000000,3281.54
2004-11-10,3249.48,3275.71,3228.64,3247.89,1504300000,3247.89
2004-11-09,3250.11,3274.97,3231.46,3251.34,1450800000,3251.34
2004-11-08,3241.74,3267.94,3224.05,3251.04,1358700000,3251.04
2004-11-05,3232.04,3266.01,3211.25,3243.22,1724400000,3243.22
2004-11-04,3171.26,3242.92,3156.75,3231.67,1782700000,3231.67
2004-11-03,3132.00,3203.02,3132.00,3172.00,1767500000,3172.00
2004-11-02,3160.17,3184.07,3108.67,3132.31,1659000000,3132.31
2004-11-01,3152.36,3183.60,3128.81,3160.25,1395900000,3160.25
2004-10-29,3141.06,3169.35,3119.67,3152.16,1500800000,3152.16
2004-10-28,3139.41,3160.35,3103.37,3141.04,1628200000,3141.04
2004-10-27,3115.11,3159.20,3084.05,3140.33,1741900000,3140.33
2004-10-26,3070.39,3123.97,3055.31,3115.42,1685400000,3115.42
2004-10-25,3056.15,3091.71,3035.20,3070.29,1380500000,3070.29
2004-10-22,3084.05,3109.32,3040.92,3056.25,1469600000,3056.25
2004-10-21,3075.87,3111.51,3045.50,3084.35,1673000000,3084.35
2004-10-20,3066.43,3092.74,3034.37,3076.23,1685700000,3076.23
2004-10-19,3087.64,3113.85,3052.39,3064.64,1737500000,3064.64
2004-10-18,3075.88,3101.87,3045.67,3087.31,1373300000,3087.31
2004-10-15,3051.77,3099.92,3039.71,3075.94,1645100000,3075.94
2004-10-14,3063.55,3087.27,3032.08,3051.58,1489500000,3051.58
2004-10-13,3098.02,3120.74,3044.67,3063.52,1546200000,3063.52
2004-10-12,3092.50,3107.98,3060.94,3096.72,1320100000,3096.72
2004-10-11,3088.37,3110.14,3073.69,3092.76,943800000,3092.76
2004-10-08,3099.02,3117.54,3069.95,3088.23,1291600000,3088.23
2004-10-07,3134.58,3140.95,3088.91,3099.23,1447500000,3099.23
2004-10-06,3106.34,3144.43,3093.57,3134.59,1416700000,3134.59
2004-10-05,3107.96,3127.94,3085.19,3107.47,1418400000,3107.47
2004-10-04,3096.93,3132.41,3089.34,3107.93,1534000000,3107.93
2004-10-01,3058.76,3108.93,3058.68,3097.13,1582200000,3097.13
2004-09-30,3064.87,3077.43,3029.25,3058.47,1748000000,3058.47
2004-09-29,3049.00,3076.00,3024.90,3064.85,1402900000,3064.85
2004-09-28,3023.15,3064.08,3011.65,3049.12,1396600000,3049.12
2004-09-27,3037.50,3048.84,3004.89,3023.19,1263500000,3023.19
2004-09-24,3028.98,3055.91,3013.40,3037.59,1255400000,3037.59
2004-09-23,3048.68,3059.07,3017.12,3028.90,1286300000,3028.90
2004-09-22,3093.35,3093.35,3036.59,3048.82,1379900000,3048.82
2004-09-21,3077.04,3105.49,3066.48,3093.49,1325000000,3093.49
2004-09-20,3095.15,3101.87,3061.62,3077.10,1197600000,3077.10
2004-09-17,3080.36,3115.29,3072.92,3095.25,1422600000,3095.25
